Department,PI_Name,Total_GPU_Hours_FY2026,Total_CPU_Hours_FY2026,Storage_Used_TB,Peak_Concurrent_GPUs,Avg_Queue_Wait_Min,Avg_Job_Duration_Hr,Total_Jobs,Job_Success_PCT,Satisfaction,Budget_Contribution,_Sheet,Month,Month_Num,GPU_Hours,CPU_Hours,Jobs,Avg_Wait_Min,Peak_GPUs,Storage_Delta_TB,Avg_GPU_Util_PCT,Avg_Mem_Util_PCT,Preempted_Jobs,Failed_Jobs,Energy_kWh,Min_GPUs_Per_Node,Min_GPU_Memory_GB,Min_Network_Gbps,Min_Storage_GBps,Special_Requirements,Preferred_Priority,Files_M,New_Data_TB,Deleted_TB,Avg_File_KB,Software,Avg_Monthly_Sessions,Peak_Concurrent,Avg_Session_Hours,GPU_Hours_Monthly,CPU_Hours_Monthly,Avg_Wait_GPU_Min,Avg_Wait_CPU_Min,P95_Wait_GPU_Min,P99_Wait_GPU_Min,Jobs_Timed_Out,Jobs_Preempted,Category,Avg_Runtime_Hr,Avg_GPU_Util,Avg_Mem_GB,Avg_IB_GBps,Avg_Energy_kWh,Response_ID,Role,Top_Issue,Comment,Date,User_ID,Jobs_Submitted,Jobs_Completed,Jobs_Failed,Max_Wait_Min,GPU_Util_Avg_PCT,Mem_Used_Avg_GB,Storage_Read_GB,Storage_Write_GB,IO_Wait_PCT,Network_GB,Overall_Score,Queue_Wait_Score,Storage_Score,Support_Score,GPU_Avail_Score,Comments,Sessions,Peak_Memory_GB
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Mar,,299.0,820.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,46.9,,,,,,,,,usr_che_12,,,,,,,,,,,,,,,,,7.0,598.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jun,,141.0,748.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,67.6,,,,,,,,,usr_che_12,,,,,,,,,,,,,,,,,5.0,514.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Aug,,37.0,1275.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,56.2,,,,,,,,,usr_che_12,,,,,,,,,,,,,,,,,43.0,639.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jan,,248.0,627.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,88.4,,,,,,,,,usr_che_13,,,,,,,,,,,,,,,,,31.0,292.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Feb,,398.0,633.0,,,,,,,,,,,,,,,,,,,,COMSOL,,,,,,,,,,,,,,75.9,,,,,,,,,usr_che_13,,,,,,,,,,,,,,,,,2.0,364.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jun,,282.0,1444.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,66.4,,,,,,,,,usr_che_13,,,,,,,,,,,,,,,,,43.0,668.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jul,,410.0,1666.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,45.3,,,,,,,,,usr_che_13,,,,,,,,,,,,,,,,,29.0,90.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Aug,,235.0,1746.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,21.1,,,,,,,,,usr_che_13,,,,,,,,,,,,,,,,,7.0,258.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Nov,,124.0,841.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,81.4,,,,,,,,,usr_che_13,,,,,,,,,,,,,,,,,37.0,168.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Dec,,110.0,134.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,40.2,,,,,,,,,usr_che_13,,,,,,,,,,,,,,,,,41.0,22.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Apr,,66.0,1238.0,,,,,,,,,,,,,,,,,,,,LAMMPS,,,,,,,,,,,,,,55.0,,,,,,,,,usr_che_14,,,,,,,,,,,,,,,,,25.0,558.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Apr,,432.0,1441.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,94.7,,,,,,,,,usr_che_14,,,,,,,,,,,,,,,,,22.0,359.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jun,,413.0,112.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,52.9,,,,,,,,,usr_che_14,,,,,,,,,,,,,,,,,25.0,622.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jul,,194.0,1227.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,42.4,,,,,,,,,usr_che_14,,,,,,,,,,,,,,,,,1.0,15.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Sep,,412.0,145.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,72.6,,,,,,,,,usr_che_14,,,,,,,,,,,,,,,,,30.0,268.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Nov,,172.0,1844.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,39.4,,,,,,,,,usr_che_14,,,,,,,,,,,,,,,,,26.0,478.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jan,,63.0,572.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,48.8,,,,,,,,,usr_che_15,,,,,,,,,,,,,,,,,29.0,244.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jun,,358.0,814.0,,,,,,,,,,,,,,,,,,,,LAMMPS,,,,,,,,,,,,,,55.9,,,,,,,,,usr_che_15,,,,,,,,,,,,,,,,,34.0,162.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jan,,162.0,86.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,25.2,,,,,,,,,usr_che_16,,,,,,,,,,,,,,,,,12.0,545.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Feb,,489.0,1645.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,90.6,,,,,,,,,usr_che_16,,,,,,,,,,,,,,,,,42.0,170.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jun,,402.0,1947.0,,,,,,,,,,,,,,,,,,,,GROMACS,,,,,,,,,,,,,,35.0,,,,,,,,,usr_che_16,,,,,,,,,,,,,,,,,13.0,113.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Sep,,436.0,736.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,52.2,,,,,,,,,usr_che_16,,,,,,,,,,,,,,,,,9.0,613.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Oct,,22.0,80.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,26.4,,,,,,,,,usr_che_16,,,,,,,,,,,,,,,,,39.0,510.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Apr,,224.0,1918.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,25.9,,,,,,,,,usr_che_17,,,,,,,,,,,,,,,,,35.0,404.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jun,,395.0,823.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,20.3,,,,,,,,,usr_che_17,,,,,,,,,,,,,,,,,26.0,448.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Jul,,369.0,169.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,53.8,,,,,,,,,usr_che_17,,,,,,,,,,,,,,,,,33.0,312.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Aug,,29.0,786.0,,,,,,,,,,,,,,,,,,,,PyTorch,,,,,,,,,,,,,,81.8,,,,,,,,,usr_che_17,,,,,,,,,,,,,,,,,13.0,693.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Dec,,352.0,114.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,71.2,,,,,,,,,usr_che_17,,,,,,,,,,,,,,,,,35.0,333.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Mar,,66.0,736.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,34.4,,,,,,,,,usr_che_18,,,,,,,,,,,,,,,,,4.0,214.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,May,,483.0,481.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,83.5,,,,,,,,,usr_che_18,,,,,,,,,,,,,,,,,18.0,236.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Sep,,175.0,1961.0,,,,,,,,,,,,,,,,,,,,PyTorch,,,,,,,,,,,,,,70.0,,,,,,,,,usr_che_18,,,,,,,,,,,,,,,,,31.0,631.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Feb,,375.0,614.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,60.4,,,,,,,,,usr_che_19,,,,,,,,,,,,,,,,,17.0,143.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Mar,,237.0,133.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,23.4,,,,,,,,,usr_che_19,,,,,,,,,,,,,,,,,6.0,460.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,May,,440.0,84.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,53.0,,,,,,,,,usr_che_19,,,,,,,,,,,,,,,,,27.0,625.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Oct,,416.0,955.0,,,,,,,,,,,,,,,,,,,,MATLAB,,,,,,,,,,,,,,65.1,,,,,,,,,usr_che_19,,,,,,,,,,,,,,,,,16.0,180.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Apr,,129.0,1072.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,60.1,,,,,,,,,usr_che_20,,,,,,,,,,,,,,,,,23.0,504.0
Chemistry,,,,,,,,,,,,Software_Usage_Per_User,Nov,,405.0,723.0,,,,,,,,,,,,,,,,,,,,GROMACS,,,,,,,,,,,,,,23.0,,,,,,,,,usr_che_20,,,,,,,,,,,,,,,,,28.0,410.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Feb,,493.0,868.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,39.5,,,,,,,,,usr_com_01,,,,,,,,,,,,,,,,,31.0,196.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Mar,,421.0,1286.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,53.2,,,,,,,,,usr_com_01,,,,,,,,,,,,,,,,,5.0,678.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Nov,,359.0,1583.0,,,,,,,,,,,,,,,,,,,,MATLAB,,,,,,,,,,,,,,33.2,,,,,,,,,usr_com_01,,,,,,,,,,,,,,,,,5.0,14.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Dec,,101.0,1140.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,24.0,,,,,,,,,usr_com_01,,,,,,,,,,,,,,,,,27.0,223.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Sep,,80.0,119.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,43.5,,,,,,,,,usr_com_02,,,,,,,,,,,,,,,,,5.0,17.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Nov,,274.0,705.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,84.2,,,,,,,,,usr_com_02,,,,,,,,,,,,,,,,,30.0,167.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Dec,,472.0,1579.0,,,,,,,,,,,,,,,,,,,,VASP,,,,,,,,,,,,,,64.3,,,,,,,,,usr_com_02,,,,,,,,,,,,,,,,,35.0,161.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Apr,,471.0,87.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,47.0,,,,,,,,,usr_com_03,,,,,,,,,,,,,,,,,26.0,573.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,May,,346.0,1478.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,90.5,,,,,,,,,usr_com_03,,,,,,,,,,,,,,,,,43.0,364.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Jun,,275.0,65.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,40.2,,,,,,,,,usr_com_03,,,,,,,,,,,,,,,,,23.0,150.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Jan,,497.0,327.0,,,,,,,,,,,,,,,,,,,,Schrodinger,,,,,,,,,,,,,,63.6,,,,,,,,,usr_com_04,,,,,,,,,,,,,,,,,42.0,600.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Apr,,297.0,935.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,39.4,,,,,,,,,usr_com_04,,,,,,,,,,,,,,,,,35.0,686.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Aug,,31.0,1024.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,29.8,,,,,,,,,usr_com_04,,,,,,,,,,,,,,,,,22.0,100.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Dec,,429.0,131.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,93.6,,,,,,,,,usr_com_04,,,,,,,,,,,,,,,,,2.0,280.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Feb,,305.0,1803.0,,,,,,,,,,,,,,,,,,,,VASP,,,,,,,,,,,,,,86.0,,,,,,,,,usr_com_05,,,,,,,,,,,,,,,,,7.0,443.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Apr,,312.0,306.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,63.4,,,,,,,,,usr_com_05,,,,,,,,,,,,,,,,,48.0,296.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Dec,,8.0,1499.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,64.8,,,,,,,,,usr_com_05,,,,,,,,,,,,,,,,,10.0,265.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Mar,,252.0,1079.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,58.7,,,,,,,,,usr_com_06,,,,,,,,,,,,,,,,,3.0,263.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Mar,,68.0,895.0,,,,,,,,,,,,,,,,,,,,MATLAB,,,,,,,,,,,,,,30.5,,,,,,,,,usr_com_06,,,,,,,,,,,,,,,,,27.0,639.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Aug,,418.0,985.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,93.3,,,,,,,,,usr_com_06,,,,,,,,,,,,,,,,,31.0,333.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Sep,,436.0,1461.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,87.5,,,,,,,,,usr_com_06,,,,,,,,,,,,,,,,,20.0,486.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Apr,,237.0,615.0,,,,,,,,,,,,,,,,,,,,VASP,,,,,,,,,,,,,,27.5,,,,,,,,,usr_com_07,,,,,,,,,,,,,,,,,46.0,628.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,May,,52.0,1390.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,44.0,,,,,,,,,usr_com_07,,,,,,,,,,,,,,,,,29.0,282.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Mar,,157.0,1411.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,71.4,,,,,,,,,usr_com_08,,,,,,,,,,,,,,,,,49.0,614.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,May,,149.0,1805.0,,,,,,,,,,,,,,,,,,,,COMSOL,,,,,,,,,,,,,,43.3,,,,,,,,,usr_com_08,,,,,,,,,,,,,,,,,15.0,682.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Jan,,377.0,250.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,78.9,,,,,,,,,usr_com_09,,,,,,,,,,,,,,,,,14.0,558.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Apr,,110.0,980.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,63.1,,,,,,,,,usr_com_09,,,,,,,,,,,,,,,,,10.0,682.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,May,,352.0,1828.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,39.5,,,,,,,,,usr_com_09,,,,,,,,,,,,,,,,,13.0,662.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Jun,,472.0,1612.0,,,,,,,,,,,,,,,,,,,,WRF,,,,,,,,,,,,,,42.8,,,,,,,,,usr_com_09,,,,,,,,,,,,,,,,,19.0,364.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Sep,,197.0,1983.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,34.8,,,,,,,,,usr_com_09,,,,,,,,,,,,,,,,,38.0,403.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Jun,,310.0,1481.0,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,,,,,,,84.9,,,,,,,,,usr_com_10,,,,,,,,,,,,,,,,,9.0,457.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Aug,,65.0,1725.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,60.3,,,,,,,,,usr_com_10,,,,,,,,,,,,,,,,,36.0,416.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Sep,,59.0,54.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,72.3,,,,,,,,,usr_com_10,,,,,,,,,,,,,,,,,11.0,597.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Oct,,494.0,1224.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,87.3,,,,,,,,,usr_com_10,,,,,,,,,,,,,,,,,26.0,116.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Apr,,305.0,544.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,74.7,,,,,,,,,usr_com_11,,,,,,,,,,,,,,,,,34.0,381.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Aug,,45.0,1202.0,,,,,,,,,,,,,,,,,,,,Gaussian,,,,,,,,,,,,,,61.0,,,,,,,,,usr_com_11,,,,,,,,,,,,,,,,,12.0,110.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Nov,,122.0,1595.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,51.1,,,,,,,,,usr_com_11,,,,,,,,,,,,,,,,,18.0,325.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Apr,,374.0,1501.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,72.1,,,,,,,,,usr_com_12,,,,,,,,,,,,,,,,,24.0,419.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Aug,,367.0,647.0,,,,,,,,,,,,,,,,,,,,LAMMPS,,,,,,,,,,,,,,49.2,,,,,,,,,usr_com_12,,,,,,,,,,,,,,,,,1.0,500.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Dec,,277.0,928.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,35.0,,,,,,,,,usr_com_12,,,,,,,,,,,,,,,,,49.0,570.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Apr,,17.0,922.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,34.8,,,,,,,,,usr_com_13,,,,,,,,,,,,,,,,,40.0,217.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Jul,,475.0,1760.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,91.5,,,,,,,,,usr_com_13,,,,,,,,,,,,,,,,,4.0,665.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Sep,,184.0,87.0,,,,,,,,,,,,,,,,,,,,RELION,,,,,,,,,,,,,,30.7,,,,,,,,,usr_com_13,,,,,,,,,,,,,,,,,20.0,434.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Nov,,419.0,1437.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,62.9,,,,,,,,,usr_com_13,,,,,,,,,,,,,,,,,49.0,451.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,May,,102.0,955.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,49.9,,,,,,,,,usr_com_14,,,,,,,,,,,,,,,,,18.0,305.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Aug,,288.0,343.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,42.6,,,,,,,,,usr_com_14,,,,,,,,,,,,,,,,,27.0,651.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Oct,,93.0,1796.0,,,,,,,,,,,,,,,,,,,,LAMMPS,,,,,,,,,,,,,,87.9,,,,,,,,,usr_com_14,,,,,,,,,,,,,,,,,38.0,562.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Jun,,498.0,1989.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,71.1,,,,,,,,,usr_com_15,,,,,,,,,,,,,,,,,17.0,540.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Aug,,295.0,1829.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,55.3,,,,,,,,,usr_com_15,,,,,,,,,,,,,,,,,44.0,438.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Nov,,332.0,1203.0,,,,,,,,,,,,,,,,,,,,Amber,,,,,,,,,,,,,,75.0,,,,,,,,,usr_com_15,,,,,,,,,,,,,,,,,24.0,183.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,May,,325.0,115.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,49.1,,,,,,,,,usr_com_16,,,,,,,,,,,,,,,,,10.0,312.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Sep,,404.0,858.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,41.1,,,,,,,,,usr_com_16,,,,,,,,,,,,,,,,,24.0,481.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Nov,,114.0,1831.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,93.5,,,,,,,,,usr_com_16,,,,,,,,,,,,,,,,,8.0,327.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Dec,,350.0,1560.0,,,,,,,,,,,,,,,,,,,,CP2K,,,,,,,,,,,,,,28.1,,,,,,,,,usr_com_16,,,,,,,,,,,,,,,,,22.0,357.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Feb,,239.0,1090.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,80.9,,,,,,,,,usr_com_17,,,,,,,,,,,,,,,,,16.0,348.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Jun,,31.0,971.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,40.6,,,,,,,,,usr_com_17,,,,,,,,,,,,,,,,,1.0,334.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Nov,,245.0,1881.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,74.4,,,,,,,,,usr_com_17,,,,,,,,,,,,,,,,,7.0,93.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Jan,,196.0,579.0,,,,,,,,,,,,,,,,,,,,Schrodinger,,,,,,,,,,,,,,61.3,,,,,,,,,usr_com_18,,,,,,,,,,,,,,,,,48.0,424.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Jan,,494.0,197.0,,,,,,,,,,,,,,,,,,,,LAMMPS,,,,,,,,,,,,,,20.1,,,,,,,,,usr_com_19,,,,,,,,,,,,,,,,,29.0,504.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Feb,,205.0,295.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,79.6,,,,,,,,,usr_com_19,,,,,,,,,,,,,,,,,45.0,680.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Mar,,43.0,1430.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,37.5,,,,,,,,,usr_com_19,,,,,,,,,,,,,,,,,26.0,43.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Jul,,18.0,619.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,40.1,,,,,,,,,usr_com_19,,,,,,,,,,,,,,,,,43.0,165.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,Feb,,271.0,1897.0,,,,,,,,,,,,,,,,,,,,GROMACS,,,,,,,,,,,,,,29.3,,,,,,,,,usr_com_20,,,,,,,,,,,,,,,,,25.0,513.0
Computer Science,,,,,,,,,,,,Software_Usage_Per_User,May,,145.0,827.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,30.5,,,,,,,,,usr_com_20,,,,,,,,,,,,,,,,,38.0,394.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Jan,,255.0,624.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,55.6,,,,,,,,,usr_ear_01,,,,,,,,,,,,,,,,,37.0,599.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Mar,,109.0,930.0,,,,,,,,,,,,,,,,,,,,Schrodinger,,,,,,,,,,,,,,73.4,,,,,,,,,usr_ear_01,,,,,,,,,,,,,,,,,9.0,648.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Aug,,29.0,211.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,25.5,,,,,,,,,usr_ear_01,,,,,,,,,,,,,,,,,28.0,110.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Mar,,471.0,1639.0,,,,,,,,,,,,,,,,,,,,TensorFlow,,,,,,,,,,,,,,84.4,,,,,,,,,usr_ear_02,,,,,,,,,,,,,,,,,3.0,201.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Aug,,96.0,1348.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,59.9,,,,,,,,,usr_ear_02,,,,,,,,,,,,,,,,,31.0,416.0
Earth Sciences,,,,,,,,,,,,Software_Usage_Per_User,Sep,,324.0,351.0,,,,,,,,,,,,,,,,,,,,ANSYS,,,,,,,,,,,,,,35.9,,,,,,,,,usr_ear_02,,,,,,,,,,,,,,,,,19.0,238.0
